"","Lot_Shape","Land_Contour","Utility","Land_Slope","Exter_Qual","Exter_Cond","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","Bsmt_FinType1","Bsmt_FinType2","Heating_QC","Central_Air","Kitchen_Qual","Func","Fireplace_Qu","Garage_Finish","Garage_Quality","Garage_Cond","Paved_Drive","Pool_Qual","Fence_","MSSubClass","LotFrontage","LotArea","OverallCond","YearBuilt","MasVnrArea","X1stFlrSF","X2ndFlrSF","GrLivArea","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","MoSold","YrSold","SalePrice","renovation","bath","totalsf","MSZoningC","MSZoningFV","MSZoningRH","MSZoningRL","MSZoningRM","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","GarageTypeAttchd","GarageTypeBasment","GarageTypeBuiltIn","GarageTypeCarPort","GarageTypeDetchd","GarageTypeNone","SaleTypeCon","SaleTypeConLD","SaleTypeConLI","SaleTypeConLw","SaleTypeCWD","SaleTypeNew","SaleTypeOth","SaleTypeWD","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","SalesRange"
"215",3,4,4,3,3,3,4,3,1,6,1,5,1,3,7,0,3,3,3,2,0,3,60,69.8125,9.29651806821724,7,1977,153,689,703,1392,3,1,6,0,3,2010,11.9938072123631,0,1.5,335,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"216",3,4,4,3,3,3,3,3,1,4,1,3,1,4,6,2,1,3,3,2,0,3,20,72,9.21143976741948,6,1957,64,1236,0,1236,2,1,6,1,5,2006,11.808947661697,2,1.5,447,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"217",4,4,4,3,4,3,4,3,2,6,1,5,1,4,7,0,1,3,3,2,0,0,20,65,9.04192172035122,5,2004,266,1436,0,1436,3,1,8,0,4,2008,12.2548628096996,0,3,721,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"218",4,4,4,3,3,3,3,3,1,1,1,2,0,3,7,0,1,3,3,2,0,0,70,57,9.20089591314818,4,1925,0,810,518,1328,3,1,8,0,9,2006,11.580584113444,1,1,442,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"category3"
"219",3,4,4,3,4,4,3,3,1,4,1,5,1,4,7,3,1,3,3,2,0,0,50,86.27,9.65886496954479,9,1939,312,1137,817,1954,3,1,8,2,5,2008,12.6491546172096,3,2,700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category6"
"220",4,4,4,3,4,3,4,3,3,6,1,5,1,4,7,0,3,3,3,2,0,0,120,43,8.00969535774292,5,2005,16,1248,0,1248,2,1,5,0,3,2006,12.0271851854705,3,2,546,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"category4"
"221",3,4,4,3,4,3,4,3,2,1,1,5,1,4,7,0,2,3,3,2,0,0,20,73,9.10386812746567,5,2006,0,1498,0,1498,2,1,5,0,4,2006,12.230277334227,0,2,1059,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"category4"
"222",3,4,4,3,4,3,4,3,1,1,1,5,1,4,7,3,2,3,3,2,0,0,60,70.6525,8.9956608990741,5,2002,0,1010,1257,2267,4,1,8,1,12,2009,12.2060726455302,0,2.5,556,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"category4"
"223",4,4,4,3,3,3,4,3,1,5,1,3,1,3,7,3,2,3,3,2,0,3,60,85,9.34792603492875,6,1975,0,811,741,1552,3,1,6,1,2,2006,12.1001564199386,0,3.5,851,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"224",4,4,4,3,3,3,3,3,1,5,2,4,1,3,7,0,1,3,3,2,0,0,20,70,9.25913053614561,6,1971,0,864,0,864,2,1,4,0,3,2009,11.4824662574855,0,1,792,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"category2"
"225",4,4,4,3,5,3,5,3,4,6,1,5,1,5,7,5,3,3,3,2,0,0,20,103,9.50836873648211,5,2003,922,2392,0,2392,3,1,8,1,6,2009,12.8642401071941,0,2,1321,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category6"
"226",4,4,4,3,3,3,3,3,1,1,1,3,1,3,7,0,1,3,3,2,0,0,160,21,7.4265490723973,5,1971,142,630,672,1302,3,1,6,0,5,2009,11.6262541502772,0,2.5,280,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"category3"
"227",3,4,4,3,4,3,4,3,1,6,1,5,1,4,7,3,2,3,3,2,0,0,60,82,9.20532783015264,5,1995,290,1214,1306,2520,4,1,9,1,6,2007,12.5776362019627,0,2.5,1059,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"category5"
"228",4,4,4,3,3,3,3,3,1,3,1,3,1,3,7,0,1,3,3,2,0,0,160,21,7.53315880745556,6,1970,127,483,504,987,2,1,5,0,9,2008,11.5711943730942,0,1.5,280,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"229",4,4,4,3,3,3,3,3,1,5,1,3,1,3,7,2,1,3,3,2,0,3,20,70,9.05028898382796,5,1967,0,912,0,912,3,1,5,1,5,2010,11.7360690162844,0,1,336,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"230",4,4,4,3,4,3,4,3,3,6,1,5,1,4,7,3,3,3,3,2,0,0,120,43,8.06526520889773,5,2005,16,1555,0,1555,2,1,7,1,5,2009,12.16785143271,3,2,593,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"231",4,4,4,3,3,3,3,3,1,1,1,3,1,3,7,0,2,3,3,2,0,0,20,73,9.07795118393044,6,1959,220,1194,0,1194,3,1,6,0,4,2010,11.9049675527463,0,2,432,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"232",3,4,4,3,4,3,4,3,1,6,1,5,1,5,7,3,3,3,3,2,0,0,60,174,9.62496341786911,5,1995,506,1490,1304,2794,4,1,9,1,7,2009,12.9066918409288,2,3.5,1158,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category6"
"233",4,4,4,3,3,3,3,3,1,1,1,3,1,3,7,1,1,3,3,2,0,0,160,21,7.4265490723973,5,1972,297,483,504,987,2,1,5,1,6,2006,11.4563551134818,0,1.5,288,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category2"
"234",4,4,4,3,3,3,3,4,3,2,5,3,1,3,7,0,1,3,3,2,0,3,20,75,9.27331517113757,6,1976,0,894,0,894,3,1,5,0,2,2010,11.7613468234687,0,2,673,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"235",4,4,4,3,4,3,4,3,1,6,1,5,1,4,7,3,3,3,3,2,0,0,60,71.44,8.96839619119826,5,2002,106.2175,860,1100,1960,4,1,8,2,5,2010,12.2853458264247,0,3.5,776,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"236",4,4,4,3,3,3,3,3,1,5,1,3,1,3,7,0,1,3,3,2,0,0,160,21,7.4265490723973,3,1971,604,483,504,987,2,1,5,0,8,2008,11.4019939042629,0,1.5,264,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category2"
"237",4,4,4,3,4,3,4,3,3,6,1,5,1,4,7,0,2,3,3,2,0,0,20,65,9.07943410212838,5,2004,98,1414,0,1414,3,1,6,0,5,2010,12.1308101610296,0,2,731,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"238",3,4,4,3,4,3,4,3,1,4,1,5,1,4,7,0,2,3,3,2,0,0,60,73.79,9.15408743042538,7,1993,0,1014,730,1744,3,1,7,0,2,2010,12.1781874420406,3,2.5,1135,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"239",4,4,4,3,5,3,5,3,1,1,1,5,1,4,7,0,3,3,3,2,0,0,20,93,9.39515880896873,5,2007,254,1694,0,1694,3,1,7,0,12,2007,12.6698066617623,0,2,1214,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"category6"
"240",4,4,4,3,3,3,3,2,1,2,1,3,1,3,7,4,1,3,3,2,0,3,50,52,9.07577987858049,4,1945,0,798,689,1487,3,1,7,1,4,2010,11.6351430976945,1,1.5,360,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"241",4,4,4,3,4,3,4,3,3,6,1,5,1,4,7,0,2,3,3,2,0,0,20,75,9.10497985631836,5,2008,36,1566,0,1566,3,1,7,0,4,2010,12.4780063610138,0,3,1062,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"242",4,4,4,3,3,4,3,3,1,5,1,4,1,4,7,0,0,0,0,2,0,0,30,40,8.26359043261732,9,1945,0,866,0,866,2,1,4,0,8,2007,11.6127707999399,2,1,100,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"243",4,4,4,3,3,3,3,3,1,1,1,4,0,3,7,0,1,2,3,2,0,0,50,63,8.51719319141624,4,1900,0,889,551,1440,3,1,6,0,4,2006,11.2772031314492,1,1,429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category2"
"244",4,4,4,3,3,3,4,3,1,1,1,3,1,3,7,3,2,3,3,2,0,0,160,75,9.28377669004936,6,1980,0,626,591,1217,3,1,6,1,4,2009,11.6952470217642,0,1.5,316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"245",3,4,4,3,4,3,4,3,1,6,1,5,1,4,7,2,2,3,3,2,0,0,60,73.64,9.09155683598622,5,1994,0,1222,888,2110,3,1,8,2,5,2010,12.2307652581205,3,3.5,593,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"246",4,4,4,3,3,3,4,3,3,6,1,4,1,3,7,3,3,3,3,2,0,0,20,80,9.24956108512946,5,1988,102,1872,0,1872,3,1,6,1,6,2006,12.3946247520748,0,2.5,840,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"247",4,4,4,3,3,2,2,3,1,1,1,4,0,2,7,0,1,1,1,2,0,0,190,69,9.12063445889169,8,1910,0,908,1020,1928,4,2,9,0,4,2006,11.8277362048103,1,2,612,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"248",4,4,4,3,3,3,3,3,1,1,1,5,1,3,7,3,1,3,3,2,0,0,20,75,9.33344256911017,5,1954,0,1375,0,1375,2,1,5,1,6,2006,11.8493977015914,0,1,481,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"249",4,4,4,3,4,3,4,3,1,1,1,5,1,4,7,0,2,3,3,2,0,0,60,72,9.33406129896594,5,2003,101,840,828,1668,3,1,8,0,9,2007,12.1007121298723,0,2.5,712,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"250",2,1,4,1,4,3,4,3,4,3,1,4,1,4,7,3,3,3,3,2,0,0,50,100.781666666667,11.9766594812024,7,1958,472,1444,700,2144,4,1,7,2,6,2007,12.5317727851695,3,2.5,487,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"251",3,4,4,3,3,1,3,3,1,1,1,5,1,2,4,0,0,0,0,2,0,2,30,55,8.58485183989005,2,1940,0,1306,0,1306,3,1,6,0,5,2010,11.2450460198146,1,1,263,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"category2"
"252",3,2,4,2,4,3,4,3,4,6,1,5,1,4,7,4,3,3,3,2,0,0,120,44,8.46589989702869,5,2006,481,1625,0,1625,2,1,5,1,12,2007,12.3673407931263,3,3.5,814,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"category5"
"253",3,4,4,3,4,3,4,3,1,1,1,5,1,4,7,0,2,3,3,2,0,0,60,65,9.03193115200214,5,2004,0,798,842,1640,3,1,6,0,12,2008,12.0610468734799,0,2.5,703,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"254",4,4,4,3,3,3,4,3,4,2,5,5,1,4,6,0,2,3,3,2,0,3,80,85,9.14313162228273,7,1964,108,1302,0,1302,3,1,7,0,10,2007,11.9703503120091,2,2.5,642,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"category4"
"255",4,4,4,3,3,4,3,3,1,3,1,3,1,3,7,0,2,3,3,2,0,0,20,70,9.03598698483141,6,1957,0,1314,0,1314,3,1,5,0,6,2010,11.8844890214027,0,2,544,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category3"
"256",3,4,4,3,4,3,4,3,1,1,1,5,1,4,7,3,3,3,3,2,0,0,60,66,9.07543660951138,5,1999,302,1005,1286,2291,4,1,8,1,2,2006,12.3458345879053,0,2.5,621,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"257",3,4,4,3,4,3,4,3,1,3,1,5,1,4,7,0,2,3,3,2,0,0,60,64,9.08148374985118,5,2003,0,864,864,1728,3,1,7,0,5,2008,12.2428866186529,0,2.5,945,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"258",4,4,4,3,4,3,4,3,1,6,1,5,1,4,7,4,2,3,3,2,0,0,20,68,9.08409664540193,5,2006,180,1604,0,1604,3,1,8,1,3,2009,12.3013828253345,0,3.5,893,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"category5"
"259",4,4,4,3,4,3,4,3,1,6,1,5,1,4,7,3,2,3,3,2,0,0,60,80,9.4282703562375,5,2001,172,963,829,1792,3,1,7,1,5,2008,12.3523351525084,0,2.5,905,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category5"
"260",4,4,4,3,3,3,0,0,0,0,0,4,1,3,7,0,1,3,3,2,0,0,20,70,9.44951474036292,5,1956,0,882,0,882,2,1,4,0,12,2008,11.4824662574855,0,1,353,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category2"
"261",4,4,4,3,3,3,3,3,4,3,5,3,1,3,7,3,1,3,3,2,0,2,80,120,9.86765309952691,5,1962,399,1382,0,1382,3,1,6,1,5,2009,12.0782392740203,0,2,1136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"category4"
"262",3,4,4,3,4,3,5,3,1,1,1,5,1,5,7,4,3,3,3,2,0,0,60,69,9.16826759555427,5,2007,270,1482,1092,2574,3,1,10,1,11,2007,12.5281561446993,0,2.5,1016,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"category5"
